"outcome_variable","weight_method","Method","Point Estimate","95% CI","CI Width","Valid Samples"
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=0.6, ρ=1.2)","54,416","[32,170,  94,334]"," 62,163",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=0.7, ρ=0.8)","31,095","[18,383,  53,905]"," 35,522",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=0.7, ρ=0.9)","34,981","[20,681,  60,643]"," 39,962",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=0.7, ρ=1)","38,868","[22,979,  67,381]"," 44,402",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=0.7, ρ=1.1)","42,755","[25,277,  74,119]"," 48,843",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=0.7, ρ=1.2)","46,642","[27,575,  80,857]"," 53,283",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=0.8, ρ=0.8)","27,208","[16,085,  47,167]"," 31,082",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=0.8, ρ=0.9)","30,609","[18,096,  53,063]"," 34,967",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=0.8, ρ=1)","34,010","[20,106,  58,959]"," 38,852",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=0.8, ρ=1.1)","37,411","[22,117,  64,854]"," 42,737",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=0.8, ρ=1.2)","40,812","[24,128,  70,750]"," 46,622",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=0.9, ρ=0.8)","24,185","[14,298,  41,926]"," 27,628",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=0.9, ρ=0.9)","27,208","[16,085,  47,167]"," 31,082",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=0.9, ρ=1)","30,231","[17,872,  52,408]"," 34,535",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=0.9, ρ=1.1)","33,254","[19,660,  57,648]"," 37,989",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=0.9, ρ=1.2)","36,277","[21,447,  62,889]"," 41,442",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=1, ρ=0.8)","21,766","[12,868,  37,733]"," 24,865",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=1, ρ=0.9)","24,487","[14,477,  42,450]"," 27,973",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=1, ρ=1)","27,208","[16,085,  47,167]"," 31,082",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=1, ρ=1.1)","29,929","[17,694,  51,884]"," 34,190",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=0.9, τ=1, ρ=1.2)","32,649","[19,302,  56,600]"," 37,298",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.6, ρ=0.8)","32,649","[19,302,  56,600]"," 37,298",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.6, ρ=0.9)","36,730","[21,715,  63,675]"," 41,960",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.6, ρ=1)","40,812","[24,128,  70,750]"," 46,622",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.6, ρ=1.1)","44,893","[26,541,  77,825]"," 51,285",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.6, ρ=1.2)","48,974","[28,953,  84,900]"," 55,947",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.7, ρ=0.8)","27,985","[16,545,  48,514]"," 31,970",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.7, ρ=0.9)","31,483","[18,613,  54,579]"," 35,966",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.7, ρ=1)","34,981","[20,681,  60,643]"," 39,962",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.7, ρ=1.1)","38,480","[22,749,  66,707]"," 43,958",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.7, ρ=1.2)","41,978","[24,817,  72,772]"," 47,955",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.8, ρ=0.8)","24,487","[14,477,  42,450]"," 27,973",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.8, ρ=0.9)","27,548","[16,286,  47,756]"," 31,470",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.8, ρ=1)","30,609","[18,096,  53,063]"," 34,967",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.8, ρ=1.1)","33,670","[19,905,  58,369]"," 38,464",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.8, ρ=1.2)","36,730","[21,715,  63,675]"," 41,960",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.9, ρ=0.8)","21,766","[12,868,  37,733]"," 24,865",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.9, ρ=0.9)","24,487","[14,477,  42,450]"," 27,973",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.9, ρ=1)","27,208","[16,085,  47,167]"," 31,082",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.9, ρ=1.1)","29,929","[17,694,  51,884]"," 34,190",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=0.9, ρ=1.2)","32,649","[19,302,  56,600]"," 37,298",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=1, ρ=0.8)","19,590","[11,581,  33,960]"," 22,379",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=1, ρ=0.9)","22,038","[13,029,  38,205]"," 25,176",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=1, ρ=1)","24,487","[14,477,  42,450]"," 27,973",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=1, ρ=1.1)","26,936","[15,924,  46,695]"," 30,771",100
"pay_issues_nsum","weight_rds_ss","MBSU (δ=1, τ=1, ρ=1.2)","29,384","[17,372,  50,940]"," 33,568",100
"pay_issues_nsum","weight_vh","GNSUM Symmetric","24,487","[14,477,  42,450]"," 27,973",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.6, ρ=0.8)","65,299","[38,604, 113,200]"," 74,596",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.6, ρ=0.9)","73,461","[43,430, 127,350]"," 83,920",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.6, ρ=1)","81,623","[48,256, 141,501]"," 93,245",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.6, ρ=1.1)","89,786","[53,081, 155,651]","102,569",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.6, ρ=1.2)","97,948","[57,907, 169,801]","111,894",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.7, ρ=0.8)","55,970","[33,090,  97,029]"," 63,939",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.7, ρ=0.9)","62,967","[37,226, 109,158]"," 71,932",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.7, ρ=1)","69,963","[41,362, 121,286]"," 79,924",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.7, ρ=1.1)","76,959","[45,498, 133,415]"," 87,917",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.7, ρ=1.2)","83,955","[49,634, 145,543]"," 95,909",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.8, ρ=0.8)","48,974","[28,953,  84,900]"," 55,947",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.8, ρ=0.9)","55,096","[32,572,  95,513]"," 62,940",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.8, ρ=1)","61,217","[36,192, 106,125]"," 69,934",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.8, ρ=1.1)","67,339","[39,811, 116,738]"," 76,927",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.8, ρ=1.2)","73,461","[43,430, 127,350]"," 83,920",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.9, ρ=0.8)","43,532","[25,736,  75,467]"," 49,731",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.9, ρ=0.9)","48,974","[28,953,  84,900]"," 55,947",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.9, ρ=1)","54,416","[32,170,  94,334]"," 62,163",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.9, ρ=1.1)","59,857","[35,387, 103,767]"," 68,380",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=0.9, ρ=1.2)","65,299","[38,604, 113,200]"," 74,596",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=1, ρ=0.8)","39,179","[23,163,  67,920]"," 44,758",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=1, ρ=0.9)","44,077","[26,058,  76,410]"," 50,352",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=1, ρ=1)","48,974","[28,953,  84,900]"," 55,947",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=1, ρ=1.1)","53,871","[31,849,  93,390]"," 61,542",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.5, τ=1, ρ=1.2)","58,769","[34,744, 101,880]"," 67,136",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.6, ρ=0.8)","54,416","[32,170,  94,334]"," 62,163",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.6, ρ=0.9)","61,217","[36,192, 106,125]"," 69,934",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.6, ρ=1)","68,019","[40,213, 117,917]"," 77,704",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.6, ρ=1.1)","74,821","[44,234, 129,709]"," 85,475",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.6, ρ=1.2)","81,623","[48,256, 141,501]"," 93,245",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.7, ρ=0.8)","46,642","[27,575,  80,857]"," 53,283",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.7, ρ=0.9)","52,472","[31,021,  90,965]"," 59,943",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.7, ρ=1)","58,302","[34,468, 101,072]"," 66,604",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.7, ρ=1.1)","64,133","[37,915, 111,179]"," 73,264",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.7, ρ=1.2)","69,963","[41,362, 121,286]"," 79,924",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.8, ρ=0.8)","40,812","[24,128,  70,750]"," 46,622",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.8, ρ=0.9)","45,913","[27,144,  79,594]"," 52,450",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.8, ρ=1)","51,015","[30,160,  88,438]"," 58,278",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.8, ρ=1.1)","56,116","[33,176,  97,282]"," 64,106",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.8, ρ=1.2)","61,217","[36,192, 106,125]"," 69,934",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.9, ρ=0.8)","36,277","[21,447,  62,889]"," 41,442",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.9, ρ=0.9)","40,812","[24,128,  70,750]"," 46,622",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.9, ρ=1)","45,346","[26,809,  78,611]"," 51,803",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.9, ρ=1.1)","49,881","[29,489,  86,473]"," 56,983",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=0.9, ρ=1.2)","54,416","[32,170,  94,334]"," 62,163",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=1, ρ=0.8)","32,649","[19,302,  56,600]"," 37,298",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=1, ρ=0.9)","36,730","[21,715,  63,675]"," 41,960",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=1, ρ=1)","40,812","[24,128,  70,750]"," 46,622",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=1, ρ=1.1)","44,893","[26,541,  77,825]"," 51,285",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.6, τ=1, ρ=1.2)","48,974","[28,953,  84,900]"," 55,947",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.6, ρ=0.8)","46,642","[27,575,  80,857]"," 53,283",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.6, ρ=0.9)","52,472","[31,021,  90,965]"," 59,943",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.6, ρ=1)","58,302","[34,468, 101,072]"," 66,604",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.6, ρ=1.1)","64,133","[37,915, 111,179]"," 73,264",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.6, ρ=1.2)","69,963","[41,362, 121,286]"," 79,924",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.7, ρ=0.8)","39,979","[23,635,  69,306]"," 45,671",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.7, ρ=0.9)","44,976","[26,590,  77,970]"," 51,380",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.7, ρ=1)","49,973","[29,544,  86,633]"," 57,089",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.7, ρ=1.1)","54,971","[32,499,  95,296]"," 62,798",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.7, ρ=1.2)","59,968","[35,453, 103,960]"," 68,507",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.8, ρ=0.8)","34,981","[20,681,  60,643]"," 39,962",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.8, ρ=0.9)","39,354","[23,266,  68,223]"," 44,957",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.8, ρ=1)","43,727","[25,851,  75,804]"," 49,953",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.8, ρ=1.1)","48,099","[28,436,  83,384]"," 54,948",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.8, ρ=1.2)","52,472","[31,021,  90,965]"," 59,943",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.9, ρ=0.8)","31,095","[18,383,  53,905]"," 35,522",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.9, ρ=0.9)","34,981","[20,681,  60,643]"," 39,962",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.9, ρ=1)","38,868","[22,979,  67,381]"," 44,402",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.9, ρ=1.1)","42,755","[25,277,  74,119]"," 48,843",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=0.9, ρ=1.2)","46,642","[27,575,  80,857]"," 53,283",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=1, ρ=0.8)","27,985","[16,545,  48,514]"," 31,970",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=1, ρ=0.9)","31,483","[18,613,  54,579]"," 35,966",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=1, ρ=1)","34,981","[20,681,  60,643]"," 39,962",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=1, ρ=1.1)","38,480","[22,749,  66,707]"," 43,958",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.7, τ=1, ρ=1.2)","41,978","[24,817,  72,772]"," 47,955",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.6, ρ=0.8)","40,812","[24,128,  70,750]"," 46,622",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.6, ρ=0.9)","45,913","[27,144,  79,594]"," 52,450",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.6, ρ=1)","51,015","[30,160,  88,438]"," 58,278",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.6, ρ=1.1)","56,116","[33,176,  97,282]"," 64,106",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.6, ρ=1.2)","61,217","[36,192, 106,125]"," 69,934",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.7, ρ=0.8)","34,981","[20,681,  60,643]"," 39,962",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.7, ρ=0.9)","39,354","[23,266,  68,223]"," 44,957",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.7, ρ=1)","43,727","[25,851,  75,804]"," 49,953",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.7, ρ=1.1)","48,099","[28,436,  83,384]"," 54,948",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.7, ρ=1.2)","52,472","[31,021,  90,965]"," 59,943",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.8, ρ=0.8)","30,609","[18,096,  53,063]"," 34,967",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.8, ρ=0.9)","34,435","[20,358,  59,696]"," 39,338",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.8, ρ=1)","38,261","[22,620,  66,328]"," 43,709",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.8, ρ=1.1)","42,087","[24,882,  72,961]"," 48,079",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.8, ρ=1.2)","45,913","[27,144,  79,594]"," 52,450",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.9, ρ=0.8)","27,208","[16,085,  47,167]"," 31,082",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.9, ρ=0.9)","30,609","[18,096,  53,063]"," 34,967",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.9, ρ=1)","34,010","[20,106,  58,959]"," 38,852",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.9, ρ=1.1)","37,411","[22,117,  64,854]"," 42,737",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=0.9, ρ=1.2)","40,812","[24,128,  70,750]"," 46,622",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=1, ρ=0.8)","24,487","[14,477,  42,450]"," 27,973",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=1, ρ=0.9)","27,548","[16,286,  47,756]"," 31,470",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=1, ρ=1)","30,609","[18,096,  53,063]"," 34,967",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=1, ρ=1.1)","33,670","[19,905,  58,369]"," 38,464",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.8, τ=1, ρ=1.2)","36,730","[21,715,  63,675]"," 41,960",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.6, ρ=0.8)","36,277","[21,447,  62,889]"," 41,442",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.6, ρ=0.9)","40,812","[24,128,  70,750]"," 46,622",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.6, ρ=1)","45,346","[26,809,  78,611]"," 51,803",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.6, ρ=1.1)","49,881","[29,489,  86,473]"," 56,983",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.6, ρ=1.2)","54,416","[32,170,  94,334]"," 62,163",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.7, ρ=0.8)","31,095","[18,383,  53,905]"," 35,522",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.7, ρ=0.9)","34,981","[20,681,  60,643]"," 39,962",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.7, ρ=1)","38,868","[22,979,  67,381]"," 44,402",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.7, ρ=1.1)","42,755","[25,277,  74,119]"," 48,843",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.7, ρ=1.2)","46,642","[27,575,  80,857]"," 53,283",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.8, ρ=0.8)","27,208","[16,085,  47,167]"," 31,082",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.8, ρ=0.9)","30,609","[18,096,  53,063]"," 34,967",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.8, ρ=1)","34,010","[20,106,  58,959]"," 38,852",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.8, ρ=1.1)","37,411","[22,117,  64,854]"," 42,737",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.8, ρ=1.2)","40,812","[24,128,  70,750]"," 46,622",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.9, ρ=0.8)","24,185","[14,298,  41,926]"," 27,628",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.9, ρ=0.9)","27,208","[16,085,  47,167]"," 31,082",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.9, ρ=1)","30,231","[17,872,  52,408]"," 34,535",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.9, ρ=1.1)","33,254","[19,660,  57,648]"," 37,989",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=0.9, ρ=1.2)","36,277","[21,447,  62,889]"," 41,442",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=1, ρ=0.8)","21,766","[12,868,  37,733]"," 24,865",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=1, ρ=0.9)","24,487","[14,477,  42,450]"," 27,973",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=1, ρ=1)","27,208","[16,085,  47,167]"," 31,082",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=1, ρ=1.1)","29,929","[17,694,  51,884]"," 34,190",100
"pay_issues_nsum","weight_vh","MBSU (δ=0.9, τ=1, ρ=1.2)","32,649","[19,302,  56,600]"," 37,298",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.6, ρ=0.8)","32,649","[19,302,  56,600]"," 37,298",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.6, ρ=0.9)","36,730","[21,715,  63,675]"," 41,960",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.6, ρ=1)","40,812","[24,128,  70,750]"," 46,622",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.6, ρ=1.1)","44,893","[26,541,  77,825]"," 51,285",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.6, ρ=1.2)","48,974","[28,953,  84,900]"," 55,947",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.7, ρ=0.8)","27,985","[16,545,  48,514]"," 31,970",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.7, ρ=0.9)","31,483","[18,613,  54,579]"," 35,966",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.7, ρ=1)","34,981","[20,681,  60,643]"," 39,962",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.7, ρ=1.1)","38,480","[22,749,  66,707]"," 43,958",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.7, ρ=1.2)","41,978","[24,817,  72,772]"," 47,955",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.8, ρ=0.8)","24,487","[14,477,  42,450]"," 27,973",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.8, ρ=0.9)","27,548","[16,286,  47,756]"," 31,470",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.8, ρ=1)","30,609","[18,096,  53,063]"," 34,967",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.8, ρ=1.1)","33,670","[19,905,  58,369]"," 38,464",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.8, ρ=1.2)","36,730","[21,715,  63,675]"," 41,960",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.9, ρ=0.8)","21,766","[12,868,  37,733]"," 24,865",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.9, ρ=0.9)","24,487","[14,477,  42,450]"," 27,973",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.9, ρ=1)","27,208","[16,085,  47,167]"," 31,082",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.9, ρ=1.1)","29,929","[17,694,  51,884]"," 34,190",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=0.9, ρ=1.2)","32,649","[19,302,  56,600]"," 37,298",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=1, ρ=0.8)","19,590","[11,581,  33,960]"," 22,379",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=1, ρ=0.9)","22,038","[13,029,  38,205]"," 25,176",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=1, ρ=1)","24,487","[14,477,  42,450]"," 27,973",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=1, ρ=1.1)","26,936","[15,924,  46,695]"," 30,771",100
"pay_issues_nsum","weight_vh","MBSU (δ=1, τ=1, ρ=1.2)","29,384","[17,372,  50,940]"," 33,568",100
"threats_abuse_nsum","weight_rds_i","GNSUM Symmetric","23,938","[14,258,  41,533]"," 27,275",100
"threats_abuse_nsum","weight_rds_i","MBSU (δ=0.5, τ=0.6, ρ=0.8)","63,835","[38,021, 110,754]"," 72,733",100
"threats_abuse_nsum","weight_rds_i","MBSU (δ=0.5, τ=0.6, ρ=0.9)","71,815","[42,773, 124,598]"," 81,825",100
"threats_abuse_nsum","weight_rds_i","MBSU (δ=0.5, τ=0.6, ρ=1)","79,794","[47,526, 138,442]"," 90,916",100
"threats_abuse_nsum","weight_rds_i","MBSU (δ=0.5, τ=0.6, ρ=1.1)","87,774","[52,279, 152,286]","100,008",100
"threats_abuse_nsum","weight_rds_i","MBSU (δ=0.5, τ=0.6, ρ=1.2)","95,753","[57,031, 166,131]","109,100",100
"threats_abuse_nsum","weight_rds_i","MBSU (δ=0.5, τ=0.7, ρ=0.8)","54,716","[32,589,  94,932]"," 62,343",100
"threats_abuse_nsum","weight_rds_i","MBSU (δ=0.5, τ=0.7, ρ=0.9)","61,556","[36,663, 106,798]"," 70,135",100
"threats_abuse_nsum","weight_rds_i","MBSU (δ=0.5, τ=0.7, ρ=1)","68,395","[40,737, 118,665]"," 77,928",100
"threats_abuse_nsum","weight_rds_i","MBSU (δ=0.5, τ=0.7, ρ=1.1)","75,235","[44,810, 130,531]"," 85,721",100
